  idx	   wall_ms	   dt_ms	 cnt_dt_ms	   kind	content
  999	  11838.08	   11.71	         —	  empty	[EMPTY]
 1000	  11849.98	   11.90	     35.65	content	'\n'
 1001	  11861.98	   12.00	         —	  empty	[EMPTY]
 1002	  11873.91	   11.93	         —	  empty	[EMPTY]
 1003	  11885.69	   11.78	     35.71	content	'\n'
 1004	  11898.49	   12.80	         —	  empty	[EMPTY]
 1005	  11909.53	   11.04	         —	  empty	[EMPTY]
 1006	  11922.29	   12.75	     36.60	content	'\n'
 1007	  11933.27	   10.98	         —	  empty	[EMPTY]
 1008	  11945.17	   11.90	         —	  empty	[EMPTY]
 1009	  11957.12	   11.95	     34.83	content	'\n'
 1010	  11970.27	   13.15	         —	  empty	[EMPTY]
 1011	  11980.81	   10.53	         —	  empty	[EMPTY]
 1012	  11992.65	   11.84	     35.52	content	'\n'
 1013	  12004.67	   12.02	         —	  empty	[EMPTY]
 1014	  12016.53	   11.87	         —	  empty	[EMPTY]
 1015	  12028.43	   11.89	     35.78	content	'\n'
 1016	  12040.29	   11.87	         —	  empty	[EMPTY]
 1017	  12052.38	   12.09	         —	  empty	[EMPTY]
 1018	  12064.29	   11.91	     35.87	content	'\n'
 1019	  12076.11	   11.81	         —	  empty	[EMPTY]
 1020	  12087.93	   11.82	         —	  empty	[EMPTY]
 1021	  12099.91	   11.98	     35.61	content	'\n'
 1022	  12111.76	   11.85	         —	  empty	[EMPTY]
 1023	  12123.72	   11.96	         —	  empty	[EMPTY]
 1024	  12135.53	   11.81	     35.62	content	'\n'
 1025	  12147.36	   11.83	         —	  empty	[EMPTY]
 1026	  12159.40	   12.05	         —	  empty	[EMPTY]
 1027	  12171.36	   11.95	     35.83	content	'\n'
 1028	  12183.16	   11.81	         —	  empty	[EMPTY]
 1029	  12195.06	   11.90	         —	  empty	[EMPTY]
 1030	  12206.89	   11.83	     35.53	content	'\n'
 1031	  12222.45	   15.56	         —	  empty	[EMPTY]
 1032	  12230.75	    8.30	         —	  empty	[EMPTY]
 1033	  12242.65	   11.89	     35.76	content	'\n'
 1034	  12254.60	   11.95	         —	  empty	[EMPTY]
 1035	  12267.37	   12.77	         —	  empty	[EMPTY]
 1036	  12278.52	   11.15	     35.87	content	'\n'
 1037	  12290.30	   11.78	         —	  empty	[EMPTY]
 1038	  12302.19	   11.89	         —	  empty	[EMPTY]
 1039	  12314.73	   12.54	     36.21	content	'\n'
 1040	  12326.17	   11.44	         —	  empty	[EMPTY]
 1041	  12337.98	   11.81	         —	  empty	[EMPTY]
 1042	  12349.89	   11.91	     35.16	content	'\n'
 1043	  12361.91	   12.02	         —	  empty	[EMPTY]
 1044	  12373.79	   11.88	         —	  empty	[EMPTY]
 1045	  12385.62	   11.82	     35.72	content	'\n'
 1046	  12397.50	   11.89	         —	  empty	[EMPTY]
 1047	  12409.47	   11.96	         —	  empty	[EMPTY]
 1048	  12421.91	   12.44	     36.29	content	'\n'
 1049	  12433.27	   11.36	         —	  empty	[EMPTY]
 1050	  12445.18	   11.91	         —	  empty	[EMPTY]
 1051	  12457.16	   11.97	     35.25	content	'\n'
 1052	  12471.12	   13.96	         —	  empty	[EMPTY]
 1053	  12480.83	    9.72	         —	  empty	[EMPTY]
 1054	  12492.75	   11.92	     35.60	content	'\n'
 1055	  12504.69	   11.93	         —	  empty	[EMPTY]
 1056	  12516.54	   11.85	         —	  empty	[EMPTY]
 1057	  12528.48	   11.94	     35.73	content	'\n'
 1058	  12540.41	   11.93	         —	  empty	[EMPTY]
 1059	  12552.28	   11.88	         —	  empty	[EMPTY]
 1060	  12564.75	   12.46	     36.27	content	'\n'
 1061	  12576.15	   11.41	         —	  empty	[EMPTY]
 1062	  12587.98	   11.83	         —	  empty	[EMPTY]
 1063	  12599.85	   11.86	     35.10	content	'\n'
 1064	  12611.79	   11.94	         —	  empty	[EMPTY]
 1065	  12623.79	   12.01	         —	  empty	[EMPTY]
 1066	  12635.59	   11.80	     35.75	content	'\n'
 1067	  12647.47	   11.88	         —	  empty	[EMPTY]
 1068	  12659.44	   11.97	         —	  empty	[EMPTY]
 1069	  12671.35	   11.91	     35.76	content	'\n'
 1070	  12683.16	   11.81	         —	  empty	[EMPTY]
 1071	  12695.01	   11.85	         —	  empty	[EMPTY]
 1072	  12706.88	   11.87	     35.53	content	'\n'
 1073	  12722.46	   15.58	         —	  empty	[EMPTY]
 1074	  12730.67	    8.22	         —	  empty	[EMPTY]
 1075	  12742.57	   11.90	     35.70	content	'\n'
 1076	  12754.59	   12.02	         —	  empty	[EMPTY]
 1077	  12766.41	   11.82	         —	  empty	[EMPTY]
 1078	  12778.34	   11.92	     35.76	content	'\n'
 1079	  12790.20	   11.86	         —	  empty	[EMPTY]
 1080	  12802.09	   11.90	         —	  empty	[EMPTY]
 1081	  12813.99	   11.90	     35.66	content	'\n'
 1082	  12825.94	   11.95	         —	  empty	[EMPTY]
 1083	  12837.75	   11.80	         —	  empty	[EMPTY]
 1084	  12849.73	   11.98	     35.74	content	'\n'
 1085	  12862.38	   12.65	         —	  empty	[EMPTY]
 1086	  12873.50	   11.12	         —	  empty	[EMPTY]
 1087	  12885.36	   11.86	     35.63	content	'\n'
 1088	  12897.27	   11.91	         —	  empty	[EMPTY]
 1089	  12909.14	   11.87	         —	  empty	[EMPTY]
 1090	  12922.14	   12.99	     36.78	content	'\n'
 1091	  12933.00	   10.86	         —	  empty	[EMPTY]
 1092	  12944.91	   11.91	         —	  empty	[EMPTY]
 1093	  12956.91	   12.00	     34.77	content	'\n'
 1094	  12970.28	   13.37	         —	  empty	[EMPTY]
 1095	  12980.66	   10.39	         —	  empty	[EMPTY]
 1096	  12992.50	   11.84	     35.59	content	'\n'
 1097	  13004.47	   11.98	         —	  empty	[EMPTY]
 1098	  13016.34	   11.87	         —	  empty	[EMPTY]
 1099	  13028.26	   11.92	     35.76	content	'\n'
 1100	  13040.14	   11.88	         —	  empty	[EMPTY]
 1101	  13052.14	   12.00	         —	  empty	[EMPTY]
 1102	  13064.06	   11.92	     35.80	content	'\n'
 1103	  13075.90	   11.84	         —	  empty	[EMPTY]
 1104	  13087.71	   11.81	         —	  empty	[EMPTY]
 1105	  13099.76	   12.05	     35.71	content	'\n'
 1106	  13111.72	   11.96	         —	  empty	[EMPTY]
 1107	  13123.60	   11.87	         —	  empty	[EMPTY]
 1108	  13135.51	   11.92	     35.75	content	'\n'
 1109	  13147.45	   11.93	         —	  empty	[EMPTY]
 1110	  13159.36	   11.91	         —	  empty	[EMPTY]
 1111	  13171.14	   11.78	     35.63	content	'\n'
 1112	  13183.10	   11.96	         —	  empty	[EMPTY]
 1113	  13194.98	   11.88	         —	  empty	[EMPTY]
 1114	  13206.86	   11.88	     35.72	content	'\n'
 1115	  13221.74	   14.88	         —	  empty	[EMPTY]
 1116	  13230.78	    9.04	         —	  empty	[EMPTY]
 1117	  13242.70	   11.92	     35.84	content	'\n'
 1118	  13254.63	   11.93	         —	  empty	[EMPTY]
 1119	  13266.46	   11.83	         —	  empty	[EMPTY]
 1120	  13278.39	   11.93	     35.69	content	'\n'
 1121	  13290.23	   11.85	         —	  empty	[EMPTY]
 1122	  13302.22	   11.99	         —	  empty	[EMPTY]
 1123	  13314.08	   11.86	     35.70	content	'\n'
 1124	  13326.02	   11.94	         —	  empty	[EMPTY]
 1125	  13337.91	   11.89	         —	  empty	[EMPTY]
 1126	  13349.86	   11.94	     35.78	content	'\n'
 1127	  13361.75	   11.89	         —	  empty	[EMPTY]
 1128	  13373.52	   11.77	         —	  empty	[EMPTY]
 1129	  13385.56	   12.03	     35.70	content	'\n'
 1130	  13397.41	   11.86	         —	  empty	[EMPTY]
 1131	  13409.31	   11.89	         —	  empty	[EMPTY]
 1132	  13421.94	   12.63	     36.38	content	'\n'
 1133	  13433.19	   11.25	         —	  empty	[EMPTY]
 1134	  13445.07	   11.88	         —	  empty	[EMPTY]
 1135	  13457.07	   12.00	     35.13	content	'\n'
 1136	  13470.43	   13.36	         —	  empty	[EMPTY]
 1137	  13480.85	   10.42	         —	  empty	[EMPTY]
 1138	  13492.68	   11.83	     35.62	content	'\n'
 1139	  13504.60	   11.92	         —	  empty	[EMPTY]
 1140	  13516.42	   11.81	         —	  empty	[EMPTY]
 1141	  13528.46	   12.05	     35.78	content	'\n'
 1142	  13540.32	   11.85	         —	  empty	[EMPTY]
 1143	  13552.24	   11.92	         —	  empty	[EMPTY]
 1144	  13564.25	   12.00	     35.78	content	'\n'
 1145	  13575.99	   11.74	         —	  empty	[EMPTY]
 1146	  13587.91	   11.92	         —	  empty	[EMPTY]
 1147	  13599.84	   11.93	     35.59	content	'\n'
 1148	  13611.65	   11.81	         —	  empty	[EMPTY]
 1149	  13623.68	   12.03	         —	  empty	[EMPTY]
 1150	  13635.49	   11.81	     35.65	content	'\n'
 1151	  13647.50	   12.00	         —	  empty	[EMPTY]
 1152	  13659.47	   11.97	         —	  empty	[EMPTY]
 1153	  13671.33	   11.86	     35.83	content	'\n'
 1154	  13683.14	   11.81	         —	  empty	[EMPTY]
 1155	  13694.98	   11.84	         —	  empty	[EMPTY]
 1156	  13706.92	   11.93	     35.59	content	'\n'
 1157	  13722.63	   15.72	         —	  empty	[EMPTY]
 1158	  13730.71	    8.08	         —	  empty	[EMPTY]
 1159	  13742.67	   11.96	     35.75	content	'\n'
 1160	  13754.59	   11.93	         —	  empty	[EMPTY]
 1161	  13766.48	   11.89	         —	  empty	[EMPTY]
 1162	  13778.38	   11.89	     35.71	content	'\n'
 1163	  13790.21	   11.84	         —	  empty	[EMPTY]
 1164	  13802.19	   11.98	         —	  empty	[EMPTY]
 1165	  13813.99	   11.79	     35.61	content	'\n'
 1166	  13825.99	   12.00	         —	  empty	[EMPTY]
 1167	  13837.93	   11.95	         —	  empty	[EMPTY]
 1168	  13849.77	   11.84	     35.78	content	'\n'
 1169	  13861.75	   11.98	         —	  empty	[EMPTY]
 1170	  13873.48	   11.73	         —	  empty	[EMPTY]
 1171	  13885.52	   12.04	     35.75	content	'\n'
 1172	  13897.41	   11.90	         —	  empty	[EMPTY]
 1173	  13909.29	   11.88	         —	  empty	[EMPTY]
 1174	  13921.24	   11.95	     35.73	content	'\n'
 1175	  13933.24	   11.99	         —	  empty	[EMPTY]
 1176	  13945.16	   11.92	         —	  empty	[EMPTY]
 1177	  13957.21	   12.06	     35.97	content	'\n'
 1178	  13971.02	   13.81	         —	  empty	[EMPTY]
 1179	  13980.86	    9.84	         —	  empty	[EMPTY]
 1180	  13992.81	   11.95	     35.60	content	'\n'
 1181	  14004.74	   11.92	         —	  empty	[EMPTY]
 1182	  14016.54	   11.80	         —	  empty	[EMPTY]
 1183	  14028.64	   12.10	     35.83	content	'\n'
 1184	  14040.52	   11.87	         —	  empty	[EMPTY]
 1185	  14052.53	   12.02	         —	  empty	[EMPTY]
 1186	  14064.48	   11.95	     35.84	content	'\n'
 1187	  14076.21	   11.73	         —	  empty	[EMPTY]
 1188	  14088.15	   11.94	         —	  empty	[EMPTY]
 1189	  14100.19	   12.04	     35.70	content	'\n'
 1190	  14113.50	   13.32	         —	  empty	[EMPTY]
 1191	  14123.96	   10.46	         —	  empty	[EMPTY]
 1192	  14135.83	   11.87	     35.64	content	'\n'
 1193	  14147.80	   11.97	         —	  empty	[EMPTY]
 1194	  14159.81	   12.02	         —	  empty	[EMPTY]
 1195	  14171.56	   11.75	     35.73	content	'\n'
 1196	  14183.57	   12.01	         —	  empty	[EMPTY]
 1197	  14195.52	   11.95	         —	  empty	[EMPTY]
 1198	  14207.43	   11.91	     35.87	content	'\n'
 1199	  14222.06	   14.63	         —	  empty	[EMPTY]
 1200	  14231.26	    9.20	         —	  empty	[EMPTY]
 1201	  14243.13	   11.87	     35.70	content	'\n'
 1202	  14255.20	   12.06	         —	  empty	[EMPTY]
 1203	  14267.03	   11.83	         —	  empty	[EMPTY]
 1204	  14278.99	   11.96	     35.85	content	'\n'
 1205	  14290.98	   12.00	         —	  empty	[EMPTY]
 1206	  14302.90	   11.92	         —	  empty	[EMPTY]
 1207	  14314.68	   11.78	     35.69	content	'\n'
 1208	  14326.70	   12.02	         —	  empty	[EMPTY]
 1209	  14338.56	   11.87	         —	  empty	[EMPTY]
 1210	  14350.51	   11.95	     35.84	content	'\n'
 1211	  14362.64	   12.13	         —	  empty	[EMPTY]
 1212	  14374.31	   11.67	         —	  empty	[EMPTY]
 1213	  14386.25	   11.94	     35.73	content	'\n'
 1214	  14398.30	   12.05	         —	  empty	[EMPTY]
 1215	  14410.10	   11.80	         —	  empty	[EMPTY]
 1216	  14422.54	   12.44	     36.29	content	'\n'
 1217	  14433.89	   11.35	         —	  empty	[EMPTY]
 1218	  14445.86	   11.97	         —	  empty	[EMPTY]
 1219	  14460.03	   14.17	     37.49	content	'\n'
 1220	  14470.75	   10.71	         —	  empty	[EMPTY]
 1221	  14481.58	   10.83	         —	  empty	[EMPTY]
 1222	  14493.54	   11.96	     33.50	content	'\n'
 1223	  14505.44	   11.90	         —	  empty	[EMPTY]
 1224	  14517.74	   12.30	         —	  empty	[EMPTY]
 1225	  14529.36	   11.62	     35.83	content	'\n'
 1226	  14541.27	   11.90	         —	  empty	[EMPTY]
 1227	  14553.27	   12.00	         —	  empty	[EMPTY]
 1228	  14565.09	   11.82	     35.73	content	'\n'
 1229	  14577.09	   11.99	         —	  empty	[EMPTY]
 1230	  14588.95	   11.87	         —	  empty	[EMPTY]
 1231	  14600.86	   11.91	     35.77	content	'\n'
 1232	  14612.75	   11.88	         —	  empty	[EMPTY]
 1233	  14624.74	   11.99	         —	  empty	[EMPTY]
 1234	  14636.60	   11.86	     35.74	content	'\n'
 1235	  14648.59	   11.99	         —	  empty	[EMPTY]
 1236	  14660.63	   12.04	         —	  empty	[EMPTY]
 1237	  14672.53	   11.90	     35.93	content	'\n'
 1238	  14684.37	   11.84	         —	  empty	[EMPTY]
 1239	  14696.25	   11.87	         —	  empty	[EMPTY]
 1240	  14708.17	   11.92	     35.64	content	'\n'
 1241	  14722.30	   14.14	         —	  empty	[EMPTY]
 1242	  14732.07	    9.77	         —	  empty	[EMPTY]
 1243	  14743.96	   11.89	     35.79	content	'\n'
 1244	  14755.95	   12.00	         —	  empty	[EMPTY]
 1245	  14770.59	   14.64	         —	  empty	[EMPTY]
 1246	  14779.75	    9.15	     35.79	content	'\n'
 1247	  14791.60	   11.85	         —	  empty	[EMPTY]
 1248	  14803.61	   12.02	         —	  empty	[EMPTY]
 1249	  14815.44	   11.83	     35.69	content	'\n'
 1250	  14827.32	   11.88	         —	  empty	[EMPTY]
 1251	  14839.30	   11.98	         —	  empty	[EMPTY]
 1252	  14851.21	   11.91	     35.77	content	'\n'
 1253	  14863.26	   12.05	         —	  empty	[EMPTY]
 1254	  14875.10	   11.85	         —	  empty	[EMPTY]
 1255	  14887.05	   11.95	     35.84	content	'\n'
 1256	  14898.95	   11.90	         —	  empty	[EMPTY]
 1257	  14911.01	   12.06	         —	  empty	[EMPTY]
 1258	  14922.78	   11.78	     35.73	content	'\n'
 1259	  14934.64	   11.86	         —	  empty	[EMPTY]
 1260	  14946.63	   11.99	         —	  empty	[EMPTY]
 1261	  14958.63	   12.00	     35.85	content	'\n'
 1262	  14970.93	   12.30	         —	  empty	[EMPTY]
 1263	  14982.35	   11.42	         —	  empty	[EMPTY]
 1264	  14994.31	   11.95	     35.68	content	'\n'
 1265	  15006.21	   11.90	         —	  empty	[EMPTY]
 1266	  15018.12	   11.91	         —	  empty	[EMPTY]
 1267	  15030.00	   11.88	     35.69	content	'\n'
 1268	  15042.04	   12.04	         —	  empty	[EMPTY]
 1269	  15053.84	   11.80	         —	  empty	[EMPTY]
 1270	  15065.89	   12.04	     35.88	content	'\n'
 1271	  15077.79	   11.91	         —	  empty	[EMPTY]
 1272	  15089.67	   11.88	         —	  empty	[EMPTY]
 1273	  15101.58	   11.91	     35.70	content	'\n'
 1274	  15113.54	   11.96	         —	  empty	[EMPTY]
 1275	  15125.36	   11.82	         —	  empty	[EMPTY]
 1276	  15137.37	   12.01	     35.78	content	'\n'
 1277	  15149.27	   11.91	         —	  empty	[EMPTY]
 1278	  15161.98	   12.71	         —	  empty	[EMPTY]
 1279	  15173.24	   11.26	     35.88	content	'\n'
 1280	  15185.09	   11.84	         —	  empty	[EMPTY]
 1281	  15197.08	   11.99	         —	  empty	[EMPTY]
 1282	  15209.08	   12.00	     35.83	content	'\n'
 1283	  15222.97	   13.89	         —	  empty	[EMPTY]
 1284	  15232.83	    9.87	         —	  empty	[EMPTY]
 1285	  15244.82	   11.98	     35.74	content	'\n'
 1286	  15256.83	   12.01	         —	  empty	[EMPTY]
 1287	  15271.23	   14.41	         —	  empty	[EMPTY]
 1288	  15280.40	    9.16	     35.58	content	'\n'
 1289	  15292.54	   12.14	         —	  empty	[EMPTY]
 1290	  15304.44	   11.90	         —	  empty	[EMPTY]
 1291	  15317.68	   13.24	     37.28	content	'\n'
 1292	  15328.36	   10.68	         —	  empty	[EMPTY]
 1293	  15340.17	   11.81	         —	  empty	[EMPTY]
 1294	  15352.49	   12.33	     34.81	content	'\n'
 1295	  15364.02	   11.53	         —	  empty	[EMPTY]
 1296	  15375.94	   11.91	         —	  empty	[EMPTY]
 1297	  15387.77	   11.83	     35.28	content	'\n'
 1298	  15399.69	   11.92	         —	  empty	[EMPTY]
 1299	  15411.60	   11.91	         —	  empty	[EMPTY]
 1300	  15423.63	   12.03	     35.86	content	'\n'
 1301	  15435.51	   11.88	         —	  empty	[EMPTY]
 1302	  15447.45	   11.94	         —	  empty	[EMPTY]
 1303	  15459.44	   11.99	     35.81	content	'\n'
 1304	  15471.39	   11.95	         —	  empty	[EMPTY]
 1305	  15483.24	   11.86	         —	  empty	[EMPTY]
 1306	  15495.15	   11.91	     35.72	content	'\n'
 1307	  15507.23	   12.07	         —	  empty	[EMPTY]
 1308	  15523.37	   16.14	         —	  empty	[EMPTY]
 1309	  15531.10	    7.73	     35.94	content	'\n'
 1310	  15542.94	   11.85	         —	  empty	[EMPTY]
 1311	  15554.89	   11.95	         —	  empty	[EMPTY]
 1312	  15566.86	   11.97	     35.76	content	'\n'
 1313	  15578.81	   11.95	         —	  empty	[EMPTY]
 1314	  15590.69	   11.88	         —	  empty	[EMPTY]
 1315	  15602.65	   11.96	     35.79	content	'\n'
 1316	  15614.59	   11.94	         —	  empty	[EMPTY]
 1317	  15626.58	   11.99	         —	  empty	[EMPTY]
 1318	  15638.45	   11.87	     35.79	content	'\n'
 1319	  15650.40	   11.95	         —	  empty	[EMPTY]
 1320	  15662.32	   11.92	         —	  empty	[EMPTY]
 1321	  15674.30	   11.98	     35.85	content	'\n'
 1322	  15686.18	   11.88	         —	  empty	[EMPTY]
 1323	  15698.17	   11.99	         —	  empty	[EMPTY]
 1324	  15710.14	   11.98	     35.85	content	'\n'
 1325	  15722.12	   11.98	         —	  empty	[EMPTY]
 1326	  15733.96	   11.84	         —	  empty	[EMPTY]
 1327	  15745.86	   11.90	     35.71	content	'\n'
 1328	  15758.03	   12.17	         —	  empty	[EMPTY]
 1329	  15770.92	   12.89	         —	  empty	[EMPTY]
 1330	  15781.72	   10.79	     35.86	content	'\n'
 1331	  15793.64	   11.93	         —	  empty	[EMPTY]
 1332	  15805.58	   11.94	         —	  empty	[EMPTY]
 1333	  15817.61	   12.03	     35.90	content	'\n'
 1334	  15829.52	   11.90	         —	  empty	[EMPTY]
 1335	  15841.35	   11.84	         —	  empty	[EMPTY]
 1336	  15853.24	   11.88	     35.62	content	'\n'
 1337	  15865.41	   12.17	         —	  empty	[EMPTY]
 1338	  15877.23	   11.82	         —	  empty	[EMPTY]
 1339	  15889.24	   12.01	     36.00	content	'\n'
 1340	  15901.08	   11.84	         —	  empty	[EMPTY]
 1341	  15912.98	   11.90	         —	  empty	[EMPTY]
 1342	  15925.02	   12.04	     35.78	content	'\n'
 1343	  15936.88	   11.86	         —	  empty	[EMPTY]
 1344	  15948.87	   11.99	         —	  empty	[EMPTY]
 1345	  15960.86	   11.99	     35.84	content	'\n'
 1346	  15972.84	   11.99	         —	  empty	[EMPTY]
 1347	  15984.68	   11.84	         —	  empty	[EMPTY]
 1348	  15996.69	   12.01	     35.83	content	'\n'
 1349	  16008.58	   11.89	         —	  empty	[EMPTY]
 1350	  16021.78	   13.21	         —	  empty	[EMPTY]
 1351	  16032.41	   10.63	     35.73	content	'\n'
 1352	  16044.34	   11.93	         —	  empty	[EMPTY]
 1353	  16056.40	   12.06	         —	  empty	[EMPTY]
 1354	  16070.78	   14.38	     38.37	content	'\n'
 1355	  16080.33	    9.55	         —	  empty	[EMPTY]
 1356	  16092.09	   11.75	         —	  empty	[EMPTY]
 1357	  16104.08	   11.99	     33.29	content	'\n'
 1358	  16115.97	   11.89	         —	  empty	[EMPTY]
 1359	  16127.99	   12.03	         —	  empty	[EMPTY]
 1360	  16139.84	   11.85	     35.77	content	'\n'
 1361	  16151.80	   11.96	         —	  empty	[EMPTY]
 1362	  16164.92	   13.12	         —	  empty	[EMPTY]
 1363	  16175.77	   10.85	     35.93	content	'\n'
 1364	  16187.66	   11.89	         —	  empty	[EMPTY]
 1365	  16199.60	   11.94	         —	  empty	[EMPTY]
 1366	  16211.50	   11.89	     35.72	content	'\n'
 1367	  16223.49	   12.00	         —	  empty	[EMPTY]
 1368	  16235.35	   11.86	         —	  empty	[EMPTY]
 1369	  16247.32	   11.97	     35.83	content	'\n'
 1370	  16259.35	   12.02	         —	  empty	[EMPTY]
 1371	  16271.31	   11.96	         —	  empty	[EMPTY]
 1372	  16283.19	   11.88	     35.86	content	'\n'
 1373	  16295.17	   11.98	         —	  empty	[EMPTY]
 1374	  16307.05	   11.88	         —	  empty	[EMPTY]
 1375	  16322.48	   15.44	     39.30	content	'\n'
 1376	  16330.99	    8.51	         —	  empty	[EMPTY]
 1377	  16342.98	   11.98	         —	  empty	[EMPTY]
 1378	  16354.91	   11.93	     32.43	content	'\n'
 1379	  16366.80	   11.89	         —	  empty	[EMPTY]
 1380	  16378.81	   12.01	         —	  empty	[EMPTY]
 1381	  16390.67	   11.86	     35.75	content	'\n'
 1382	  16402.59	   11.93	         —	  empty	[EMPTY]
 1383	  16415.01	   12.41	         —	  empty	[EMPTY]
 1384	  16426.94	   11.94	     36.28	content	'\n'
 1385	  16438.51	   11.57	         —	  empty	[EMPTY]
 1386	  16450.42	   11.90	         —	  empty	[EMPTY]
 1387	  16462.40	   11.98	     35.45	content	'\n'
 1388	  16474.39	   11.99	         —	  empty	[EMPTY]
 1389	  16486.51	   12.12	         —	  empty	[EMPTY]
 1390	  16498.45	   11.93	     36.05	content	'\n'
 1391	  16510.36	   11.92	         —	  empty	[EMPTY]
 1392	  16523.07	   12.71	         —	  empty	[EMPTY]
 1393	  16534.14	   11.07	     35.69	content	'\n'
 1394	  16546.23	   12.09	         —	  empty	[EMPTY]
 1395	  16558.21	   11.99	         —	  empty	[EMPTY]
 1396	  16571.01	   12.80	     36.88	content	'\n'
 1397	  16582.04	   11.03	         —	  empty	[EMPTY]
 1398	  16594.01	   11.97	         —	  empty	[EMPTY]
 1399	  16605.87	   11.86	     34.86	content	'\n'
 1400	  16622.47	   16.60	         —	  empty	[EMPTY]
 1401	  16629.61	    7.14	         —	  empty	[EMPTY]
 1402	  16641.73	   12.12	     35.85	content	'\n'
 1403	  16653.66	   11.94	         —	  empty	[EMPTY]
 1404	  16665.74	   12.08	         —	  empty	[EMPTY]
 1405	  16677.59	   11.85	     35.86	content	'\n'
 1406	  16689.46	   11.87	         —	  empty	[EMPTY]
 1407	  16701.37	   11.91	         —	  empty	[EMPTY]
 1408	  16713.33	   11.96	     35.74	content	'\n'
 1409	  16726.43	   13.10	         —	  empty	[EMPTY]
 1410	  16737.26	   10.83	         —	  empty	[EMPTY]
 1411	  16749.15	   11.89	     35.82	content	'\n'
 1412	  16761.28	   12.13	         —	  empty	[EMPTY]
 1413	  16773.18	   11.91	         —	  empty	[EMPTY]
 1414	  16785.14	   11.96	     35.99	content	'\n'
 1415	  16797.04	   11.90	         —	  empty	[EMPTY]
 1416	  16809.02	   11.98	         —	  empty	[EMPTY]
 1417	  16820.94	   11.92	     35.80	content	'\n'
 1418	  16832.74	   11.79	         —	  empty	[EMPTY]
 1419	  16844.78	   12.04	         —	  empty	[EMPTY]
 1420	  16856.74	   11.97	     35.80	content	'\n'
 1421	  16871.34	   14.60	         —	  empty	[EMPTY]
 1422	  16880.59	    9.25	         —	  empty	[EMPTY]
 1423	  16892.54	   11.95	     35.80	content	'\n'
 1424	  16904.52	   11.98	         —	  empty	[EMPTY]
 1425	  16916.38	   11.86	         —	  empty	[EMPTY]
 1426	  16928.40	   12.02	     35.86	content	'\n'
 1427	  16940.25	   11.84	         —	  empty	[EMPTY]
 1428	  16952.28	   12.03	         —	  empty	[EMPTY]
 1429	  16964.58	   12.30	     36.18	content	'\n'
 1430	  16976.18	   11.60	         —	  empty	[EMPTY]
 1431	  16988.06	   11.88	         —	  empty	[EMPTY]
 1432	  17000.02	   11.96	     35.44	content	'\n'
 1433	  17012.02	   12.00	         —	  empty	[EMPTY]
 1434	  17024.32	   12.30	         —	  empty	[EMPTY]
 1435	  17035.97	   11.65	     35.95	content	'\n'
 1436	  17047.73	   11.76	         —	  empty	[EMPTY]
 1437	  17059.80	   12.07	         —	  empty	[EMPTY]
 1438	  17071.81	   12.01	     35.84	content	'\n'
 1439	  17083.64	   11.83	         —	  empty	[EMPTY]
 1440	  17095.52	   11.88	         —	  empty	[EMPTY]
 1441	  17107.49	   11.98	     35.69	content	'\n'
 1442	  17120.48	   12.98	         —	  empty	[EMPTY]
 1443	  17131.31	   10.83	         —	  empty	[EMPTY]
 1444	  17143.25	   11.94	     35.76	content	'\n'
 1445	  17155.28	   12.03	         —	  empty	[EMPTY]
 1446	  17167.19	   11.90	         —	  empty	[EMPTY]
 1447	  17179.22	   12.04	     35.97	content	'\n'
 1448	  17191.04	   11.82	         —	  empty	[EMPTY]
 1449	  17203.03	   12.00	         —	  empty	[EMPTY]
 1450	  17214.95	   11.91	     35.72	content	'\n'
 1451	  17227.04	   12.10	         —	  empty	[EMPTY]
 1452	  17238.91	   11.87	         —	  empty	[EMPTY]
 1453	  17250.87	   11.96	     35.92	content	'\n'
 1454	  17262.90	   12.03	         —	  empty	[EMPTY]
 1455	  17274.85	   11.95	         —	  empty	[EMPTY]
 1456	  17286.76	   11.91	     35.89	content	'\n'
 1457	  17298.67	   11.91	         —	  empty	[EMPTY]
 1458	  17311.13	   12.46	         —	  empty	[EMPTY]
 1459	  17322.78	   11.65	     36.02	content	'\n'
 1460	  17334.52	   11.74	         —	  empty	[EMPTY]
 1461	  17346.46	   11.94	         —	  empty	[EMPTY]
 1462	  17358.48	   12.02	     35.70	content	'\n'
 1463	  17370.48	   12.00	         —	  empty	[EMPTY]
 1464	  17382.29	   11.82	         —	  empty	[EMPTY]
 1465	  17394.25	   11.96	     35.77	content	'\n'
 1466	  17406.24	   11.99	         —	  empty	[EMPTY]
 1467	  17420.18	   13.94	         —	  empty	[EMPTY]
 1468	  17430.10	    9.92	     35.85	content	'\n'
 1469	  17442.04	   11.94	         —	  empty	[EMPTY]
 1470	  17454.14	   12.10	         —	  empty	[EMPTY]
 1471	  17466.10	   11.96	     36.00	content	'\n'
 1472	  17478.02	   11.92	         —	  empty	[EMPTY]
 1473	  17489.94	   11.92	         —	  empty	[EMPTY]
 1474	  17501.93	   11.99	     35.83	content	'\n'
 1475	  17513.75	   11.82	         —	  empty	[EMPTY]
 1476	  17525.85	   12.10	         —	  empty	[EMPTY]
 1477	  17537.69	   11.84	     35.75	content	'\n'
 1478	  17549.60	   11.91	         —	  empty	[EMPTY]
 1479	  17561.72	   12.12	         —	  empty	[EMPTY]
